city,zhvi,total_pop,med_income,med_age,male,female,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp,murder_mansl,rape,robbery,agg_assault,burglary,lar_theft,car_theft,arson,lat,long
Dixon,96859.75,23031,59874,43.2,12648,10383,20917,1838,99,280,51,358,1521,21510,0,23,0,9,22,196,4,0,41.8389213,-89.4795478
Dolton,98760,22644,45463,36.7,10287,12357,1628,21147,231,176,0,117,497,22147,0,0,0,0,0,0,0,0,41.6389236,-87.607268
Dongola,77964.83,2402,50602,33.6,1213,1189,2356,41,6,14,0,4,4,2398,0,0,0,0,0,0,0,0,37.3611615,-89.1659117
Donnellson,86657.58,393,48403,54.2,189,204,386,0,3,4,0,0,0,393,0,0,0,0,0,0,0,0,39.027824,-89.4734175
Donovan,78745.42,537,55000,39.3,265,272,535,37,8,3,1,3,16,521,0,0,0,0,0,0,0,0,40.883368,-87.6161428
Dorsey,175099.33,920,89554,52.8,462,458,920,0,0,0,0,0,12,908,0,0,0,0,0,0,0,0,38.9736574,-90.0014932
Downers Grove,382383.58,28917,88711.5,43.45,13982.5,14934.5,25942.5,1047.5,95.5,1895.5,15.5,304,1489.5,27427.5,0,15,9,25,71,466,26,3,41.8089191,-88.0111746
Downs,185344.67,1750,94063,43.3,874,876,1729,18,9,11,1,8,95,1655,0,1,0,1,0,5,0,0,40.39698,-88.8706291
Du Bois,91397,412,51250,52.1,205,207,401,11,2,14,0,0,2,410,0,0,0,0,0,0,0,0,38.223939,-89.2123011
Du Quoin,64553.92,8848,43385,41.9,4398,4450,8371,418,57,50,2,116,213,8635,0,2,0,12,13,22,8,0,38.0114393,-89.2361935
Dundas,124704.25,502,56146,46.6,279,223,502,0,4,0,0,0,0,502,0,0,0,0,0,0,0,0,38.835046,-88.0850374
Dunfermline,69941.75,381,48333,31.4,177,204,381,0,0,0,0,0,6,375,0,0,0,0,0,0,0,0,40.4911505,-90.0317835
Dunlap,244723.75,9188,122000,36.2,4553,4635,7211,306,47,1670,0,235,306,8882,0,0,0,0,0,0,0,0,40.8617037,-89.6787105
Durand,129665.67,2534,61452,47.5,1266,1268,2524,12,5,10,0,0,32,2502,0,0,0,0,0,0,0,0,42.4364033,-89.3320582
Dwight,115473,4812,62669,45.5,2485,2327,4736,92,0,38,0,8,124,4688,0,0,2,3,1,30,7,0,41.0944767,-88.4250597
Earlville,133596.75,3543,56111,43.7,1772,1771,3406,76,9,23,2,38,294,3249,0,0,0,0,0,0,0,0,41.5894754,-88.9220265
East Alton,84578.75,9916,54975,40.1,4958,4958,9426,372,7,168,0,60,177,9739,0,13,7,9,33,186,12,0,38.8803256,-90.1112184
East Dubuque,151943.58,4645,62208,43.1,2525,2120,4563,58,6,49,12,10,25,4620,0,0,1,2,3,13,1,0,42.4922253,-90.6429054
East Galesburg,76012.5,677,59063,45.5,345,332,677,11,0,6,0,0,10,667,0,0,0,0,0,0,0,0,40.9478158,-90.3101264
East Moline,104697.58,23679,49343,40,12179,11500,18711,3828,125,1035,4,1154,3865,19814,0,0,0,0,0,0,0,0,41.5008673,-90.4442979
Easton,54247.58,566,49191,52.1,278,288,549,0,0,2,0,48,50,516,0,0,0,0,0,0,0,0,40.2325434,-89.8426123
Eddyville,136353.33,183,16023,57.8,100,83,183,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,37.4989389,-88.5878275
Edgewood,52198.08,873,43229,47.9,435,438,860,0,0,13,0,0,0,873,0,0,0,0,0,0,0,0,38.9206006,-88.6614402
Edinburg,99609.42,1764,56625,43.8,926,838,1746,18,0,0,0,3,18,1746,0,2,0,12,1,8,3,0,39.6572697,-89.3895338
Edwardsville,211501.67,34313,76809,34.5,17047,17266,30610,3432,235,867,102,113,1055,33258,0,0,5,8,14,168,3,0,38.8114364,-89.953157
Effingham,148692.25,18722,53170,39.5,9083,9639,18198,256,59,253,15,181,638,18084,0,12,5,26,41,281,18,0,39.1200418,-88.5433829
Rochester,208311.42,5689,96851,43.5,2886,2803,5459,135,6,57,15,57,77,5612,0,0,0,2,2,14,2,0,39.7494943,-89.5317603
Rock City,136188.75,1503,61364,41.3,768,735,1479,2,40,16,0,0,0,1503,0,0,0,0,0,0,0,0,42.4133485,-89.468171
Rock Falls,94616.33,13997,52355,41.9,6945,7052,13169,472,81,22,0,444,1957,12040,0,2,0,9,23,61,5,0,41.7797533,-89.6889967
Rock Island,91742.17,38385,47563,36.7,18628,19757,28476,8487,529,1890,149,791,4329,34056,1,3,19,76,166,688,132,11,41.5094771,-90.5787477
Rockford,81310.4375,22782.875,47194.25,38.85,11100.125,11682.75,16967.5,4810,259.375,853,28.625,722.625,3792.25,18990.625,23,133,346,1525,1169,3752,447,64,42.2711311,-89.0939952
Rockport,54588.33,234,53854,43.6,135,99,234,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,39.5389355,-91.0087457
Rockton,168507.83,11565,84159,43.2,5605,5960,11357,156,88,26,6,58,308,11257,0,3,0,6,9,173,2,0,42.4525157,-89.0723317
Rolling Meadows,257214.25,21833,66462,37.4,10604,11229,15923,1179,325,1992,92,2976,5430,16403,0,3,3,9,19,258,7,0,42.0841936,-88.0131275
Romeoville,200442.08,40085,77110,33.9,19166,20919,25448,4894,474,3216,23,7844,13159,26926,1,10,15,32,42,361,28,2,41.6475306,-88.0895061
Roodhouse,38623.08,2746,43550,39.8,1557,1189,2560,140,63,7,0,9,35,2711,0,0,0,0,0,0,0,0,39.4839361,-90.3715105
Roscoe,183045.58,19165,84563,39.8,9480,9685,17932,509,28,809,0,79,462,18703,0,0,1,9,23,66,4,0,42.4133505,-89.0092742
Roselle,279064.42,24551,85787,40.3,11939,12612,20814,1261,515,2317,57,380,2506,22045,0,6,1,2,24,172,10,1,41.9847505,-88.0797933
Roseville,74290.25,1509,44883,39.3,740,769,1460,20,3,0,0,29,30,1479,0,0,0,0,0,0,0,0,40.7322617,-90.6645784
Rossville,71023.25,1895,51932,36.2,916,979,1852,3,17,25,3,3,13,1882,0,0,0,0,0,0,0,0,40.3792031,-87.6686342
Round Lake,157523.17,61706,72175,33.2,31573,30133,49654,4575,538,3925,169,4700,25342,36364,0,0,3,15,14,84,10,0,42.353355,-88.0934145
Roxana,70849,1464,45847,41.6,745,719,1421,23,32,11,2,14,27,1437,0,2,0,2,3,32,0,0,38.8483812,-90.0762172
Royal,137896.75,304,70833,45.5,154,150,304,0,1,0,0,0,0,304,0,0,0,0,0,0,0,0,40.1928126,-87.9728126
Royalton,44015.67,1411,46563,44.8,715,696,1354,57,0,0,0,0,23,1388,0,0,0,0,0,0,0,0,37.8769946,-89.1145223
Rushville,87164.38,5552,45849,43.7,2975,2577,5027,546,78,11,0,0,28,5524,0,2,0,4,7,37,2,0,40.1211577,-90.5631829
Sadorus,112012.42,898,77292,44.2,393,505,897,2,1,0,0,0,3,895,0,0,0,0,0,0,0,0,39.9669758,-88.3464425
Saint Anne,132013,5070,53723,41.2,2607,2463,4350,667,28,83,0,112,549,4521,0,0,0,0,0,0,0,0,41.0250329,-87.7139249
Saint Augustine,57882.83,292,51875,40.7,138,154,292,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,40.7183728,-90.4109616
Saint Charles,335162.165,28569.5,116291,42.5,13917,14652.5,26375.5,612,224.5,1097,33,885.5,2423.5,26146,0,0,0,0,0,0,0,0,41.9141945,-88.3086867
Saint David,42482.25,519,43250,39.3,264,255,519,0,2,0,0,0,1,518,0,0,0,0,0,0,0,0,40.4933728,-90.0487284
Saint Elmo,69953.75,1979,43682,47.6,974,1005,1977,15,0,0,0,0,5,1974,0,0,0,0,0,0,0,0,39.0272663,-88.8481139
Saint Francisville,40366.42,1154,50417,40.8,558,596,1152,0,0,2,0,0,0,1154,0,0,0,0,0,0,0,0,38.5911584,-87.646692
Saint Joseph,171955.67,6519,88597,36.8,3198,3321,6381,2,38,123,0,17,94,6425,0,0,0,0,0,0,0,0,40.1117007,-88.0417048
Saint Peter,67741.67,706,43393,32.4,382,324,690,0,3,13,0,0,0,706,0,0,0,0,0,0,0,0,38.8681017,-88.8539455
Sainte Marie,71618.83,341,44583,32.9,155,186,340,1,0,0,0,0,4,337,0,0,0,0,0,0,0,0,38.9322661,-88.0233685
San Jose,74695.5,986,68534,45.8,494,492,978,47,13,0,0,0,32,954,0,0,0,0,0,0,2,0,40.305598,-89.6028829
Sandoval,102512,2387,41944,38.6,1209,1178,2339,51,32,4,0,13,41,2346,0,3,0,4,14,32,4,28,38.6156043,-89.1142343
Sandwich,198846.5,12374,70318,35.7,6103,6271,11753,40,42,19,0,586,1454,10920,0,2,0,5,5,2,2,0,41.6458634,-88.6217432
Saunemin,77399.42,621,60000,43.1,305,316,568,0,10,45,0,31,52,569,0,0,0,0,0,0,0,0,40.8930888,-88.4053323
Savanna,57082.92,4188,42969,48.2,2005,2183,3973,159,22,67,0,38,205,3983,0,3,0,11,28,66,4,1,42.0944672,-90.1567944
Savoy,255326.25,8150,65048,33,3781,4369,6307,500,0,1503,0,66,395,7755,0,0,0,0,0,0,0,0,40.054753,-88.2517165
Sawyerville,43651.92,192,31667,35.5,76,116,191,0,4,7,6,0,3,189,0,0,0,0,0,0,0,0,39.07838,-89.807318
Saybrook,92059,1138,61563,42.5,530,608,1127,0,0,0,0,11,31,1107,0,0,0,0,0,0,0,0,40.4267005,-88.5261711
Scales Mound,117197.75,992,61875,50.1,500,492,975,17,2,8,0,4,18,974,0,0,0,0,0,0,0,0,42.4758384,-90.2529047
Schaumburg,326951.375,19231,81093.75,36.8,9307.25,9923.75,12453.5,805.75,214,4996.5,49,1276,2107.25,17123.75,0,15,22,24,75,1393,48,1,42.0333608,-88.0834059
Schiller Park,235667.5,11704,54617,40.8,6071,5633,9788,156,510,838,0,1177,2894,8810,0,2,6,9,18,178,23,1,41.9558637,-87.8708965
Sciota,64606.58,203,76563,50.3,113,90,203,2,0,0,0,0,0,203,0,0,0,0,0,0,0,0,40.5608731,-90.7517996
Seaton,63650.33,375,49511,51.6,183,192,375,13,0,0,0,0,10,365,0,0,0,0,0,0,0,0,41.1022578,-90.801529
Seatonville,69290,338,53750,39.4,152,186,328,0,0,7,0,7,16,322,0,0,0,0,0,0,0,0,41.3647575,-89.2764763
Secor,143718.83,743,92574,42.2,380,363,737,0,4,1,0,8,9,734,0,0,0,0,0,0,0,0,40.7419799,-89.1353567
Seneca,167446,3678,71198,35.6,1870,1808,3661,4,5,25,0,0,219,3459,0,0,0,13,8,32,0,0,41.3111442,-88.6097936
Sesser,66803.75,2716,52708,46.2,1368,1348,2623,24,31,0,0,44,75,2641,0,0,0,0,0,0,0,0,38.0917168,-89.0503512
Seymour,169747.67,818,93906,32.8,320,498,818,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,40.1069769,-88.4267245
Shabbona,146266.5,1454,58125,49.6,742,712,1446,4,4,4,0,0,24,1430,0,0,0,0,0,0,0,0,41.7680851,-88.8770311
Shannon,106278.58,1253,43646,50.7,613,640,1220,5,0,24,2,10,32,1221,0,0,0,0,0,4,0,0,42.1547457,-89.7398389
El Paso,131423.58,4395,71857,36,2225,2170,4294,160,4,0,0,0,21,4374,0,0,0,0,0,0,0,0,40.7392018,-89.0164626
Elburn,297940.83,10246,104516,41,4863,5383,9623,357,118,279,0,46,1193,9053,0,0,0,0,6,7,0,0,41.8922499,-88.4723014
Eldena,74058.33,92,76136,58.5,63,29,92,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,41.771144,-89.410099
Eldorado,56909.25,6074,40188,41.7,3089,2985,5894,121,130,0,0,59,164,5910,0,0,3,9,32,50,5,0,37.8136583,-88.4381029
Eldred,107081.92,494,61875,50.4,268,226,469,0,0,25,0,0,0,494,0,0,0,0,0,0,0,0,39.2875475,-90.5523438
Elgin,229937.303333333,40737.3333333333,76462.6666666667,36.5,20430.3333333333,20307,27665,2847.33333333333,595,2619.66666666667,46.6666666666667,8316,17333,23404.3333333333,3,48,57,127,172,1455,86,7,42.0372487,-88.2811895
Elizabeth,117983.25,2051,49189,50.4,1018,1033,2024,17,4,2,6,18,15,2036,0,0,0,0,1,4,0,0,42.3177911,-90.221517
Elk Grove Village,290179.5,33420,79590,43.8,16504,16916,28444,532,245,3680,24,1500,4020,29400,0,3,9,11,35,391,59,3,42.0039178,-87.9703461
Elkhart,104917.67,775,65000,43.1,394,381,765,2,3,16,4,0,7,768,0,0,0,0,0,0,0,0,40.0206041,-89.4828792
Elkville,70682.17,1498,37946,40.9,682,816,1430,28,9,4,0,56,65,1433,0,0,0,0,0,0,0,0,37.9100505,-89.2359165
Elliott,62093.25,312,52031,40.4,160,152,312,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,40.4647562,-88.2722728
Ellisville,81606.42,296,39125,51.2,161,135,296,0,0,0,0,0,1,295,0,0,0,0,0,0,0,0,40.6267064,-90.3051249
Ellsworth,128544.67,476,71442,42.5,237,239,467,6,0,6,0,0,0,476,0,0,0,0,0,0,0,0,40.4503125,-88.7167336
Elmhurst,448212.25,48410,111420,39.5,23842,24568,44055,783,246,3684,41,630,4042,44368,0,6,9,8,63,372,10,0,41.8994745,-87.9403418
Elmwood,117759.25,2699,70750,43.4,1319,1380,2653,0,0,60,0,0,31,2668,0,0,0,2,3,7,0,0,40.7778151,-89.9665017
Elmwood Park,281183.33,43019,57554,39.6,20752,22267,32323,3814,561,2103,16,5725,16505,26514,0,6,16,32,53,182,15,2,41.9211423,-87.8092266
Elsah,119107.17,1279,52200,21.5,637,642,1226,52,15,26,0,28,15,1264,0,0,0,0,0,0,0,0,38.9561594,-90.3598364
Elwood,201597.58,3843,80960,41.2,1907,1936,3720,134,26,22,0,14,320,3523,0,0,0,4,1,11,5,0,41.4039201,-88.1117242
Emden,89929.75,705,56827,41.7,370,335,702,3,12,0,0,0,51,654,0,0,0,0,0,0,0,0,40.2986538,-89.4851011
Energy,102457.75,1385,51087,54.5,524,861,1341,31,13,0,0,16,30,1355,0,0,0,0,3,12,2,0,37.7739389,-89.0264634
Enfield,49919.25,993,38750,41.5,472,521,980,13,2,0,0,0,2,991,0,0,0,0,0,0,0,0,38.0994913,-88.3375447
Equality,82685.83,902,42938,48,420,482,880,0,0,22,0,0,0,902,0,0,0,0,0,0,0,0,37.733936,-88.343376
Erie,121953.92,2502,58889,41,1215,1287,2478,0,1,38,0,0,43,2459,0,0,0,0,2,3,1,0,41.6564203,-90.0792859
Essex,204586,1210,72171,39.1,648,562,1193,13,33,7,0,0,11,1199,0,0,0,0,0,0,0,0,41.1772542,-88.1856117
Eureka,147782.42,7245,58936,35.7,3551,3694,7056,114,52,41,0,132,243,7002,0,2,0,9,2,30,2,0,40.7214251,-89.2728627
Evanston,475361.36,26448.3333333333,91793.3333333333,37.9333333333333,12323.6666666667,14124.6666666667,18692,4753.33333333333,177.333333333333,2923,38.3333333333333,947.666666666667,3015.66666666667,23432.6666666667,3,6,47,84,289,1358,55,6,42.0411414,-87.6900587
Evergreen Park,187546.75,19666,72054,40.1,9031,10635,13974,5095,90,268,0,722,2536,17130,0,4,19,31,30,883,8,2,41.720589,-87.7017175
Ewing,87177.5,800,67344,35.7,423,377,778,7,5,1,0,17,24,776,0,0,0,0,0,0,0,0,38.0886603,-88.852287
Fairbury,114509.33,4577,53993,38.5,2225,2352,4498,0,0,79,0,0,391,4186,0,0,0,0,0,0,0,0,40.7472566,-88.5147789
Fairfield,74487.33,8960,49788,44.4,4432,4528,8687,288,25,60,0,3,47,8913,0,5,1,15,8,74,3,0,38.378937,-88.3597684
Fairmount,102486.08,1341,63417,39.3,653,688,1337,3,6,1,0,0,14,1327,0,0,0,0,0,3,0,0,40.0455911,-87.8305838
Fairview,71535,658,72188,44.3,326,332,647,5,0,0,6,0,32,626,0,0,0,0,0,0,0,0,40.6333724,-90.1637318
Farina,59424.5,1816,47738,38.6,855,961,1812,0,38,0,0,0,63,1753,0,0,0,0,0,0,0,0,38.8342128,-88.7722761
Farmer City,105040.08,2727,60404,48,1345,1382,2709,0,66,0,9,7,7,2720,0,0,0,0,0,0,0,0,40.2433676,-88.6425668
Farmersville,95769.33,778,53828,48.3,374,404,774,4,0,2,0,5,13,765,0,0,0,0,0,0,0,0,39.4433854,-89.6517619
Farmington,84009.17,3335,56528,40.9,1647,1688,3274,0,38,77,0,8,77,3258,0,1,0,5,6,21,0,0,40.6980933,-90.0059483
Fenton,131216.92,337,85703,46.9,172,165,337,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,41.7305855,-90.0301192
Fieldon,73542.33,749,50625,51.6,404,345,749,13,0,0,0,0,16,733,0,0,0,0,0,0,0,0,39.1086589,-90.4984514
Fillmore,51152.08,732,51806,39.4,324,408,732,0,5,0,0,0,0,732,0,0,0,0,0,0,0,0,39.115323,-89.2789678
Findlay,86634.33,1389,59250,44.9,774,615,1389,0,0,0,0,0,6,1383,0,0,0,0,0,1,0,0,39.5225372,-88.7536817
Fisher,144026.5,2368,62400,37.8,1166,1202,2343,14,11,33,18,0,46,2322,0,1,0,1,8,22,0,0,40.3147555,-88.3500541
Fithian,99500.17,715,63393,56,309,406,704,12,5,0,0,3,5,710,0,0,0,0,0,0,0,0,40.1139242,-87.8730857
Flanagan,96919.17,1536,52917,49.2,706,830,1485,20,8,21,0,20,52,1484,0,0,0,0,0,0,0,0,40.8780891,-88.8611818
Flat Rock,64768.42,1690,58490,39.7,795,895,1666,2,11,30,12,4,0,1690,0,0,0,0,0,0,0,0,38.901711,-87.6716922
Flora,65281.92,6397,47827,42.2,2922,3475,6241,25,56,118,115,0,24,6373,0,0,0,7,1,93,3,1,38.6689364,-88.4856042
Flossmoor,227087,9768,108375,46.3,4608,5160,3780,5867,16,101,13,30,355,9413,0,1,3,7,15,215,14,0,41.5428123,-87.6847684
Foosland,109745.75,383,82813,52.6,187,196,383,0,0,0,0,0,3,380,0,0,0,0,0,0,0,0,40.3614224,-88.4281125
Forest City,46023.33,645,51833,36.7,322,323,644,0,0,0,0,1,0,645,0,0,0,0,0,0,0,0,40.3700411,-89.8276113
Forest Park,278529.58,14041,59361,40.2,6247,7794,8737,4113,82,1300,0,297,1027,13014,1,6,32,27,70,415,46,0,41.8794758,-87.81367
Forrest,92345.17,1703,70385,34.5,860,843,1690,12,15,0,0,7,77,1626,0,0,0,0,0,0,0,0,40.7519792,-88.4111647
Forreston,84495.17,2302,53906,37.4,1133,1169,2231,66,3,82,0,11,101,2201,0,0,0,0,0,0,0,0,42.1261367,-89.5792801
Forsyth,246681.33,3003,86250,44.8,1457,1546,2603,36,26,362,0,53,86,2917,0,0,0,0,0,0,0,0,39.9325368,-88.9511912
Fox Lake,165690.42,9827,57518,42.7,4482,5345,9312,135,35,215,0,256,854,8973,0,4,3,10,33,215,8,0,42.3966874,-88.1836965
Fox River Grove,243928.17,5548,106960,37.6,2677,2871,5436,0,43,199,0,95,428,5120,0,1,0,8,9,51,2,3,42.2008575,-88.2145259
Frankfort,315633.5,30938,108295,42.8,15173,15765,28019,1677,75,1044,0,462,1768,29170,0,1,0,8,21,154,12,2,41.4958665,-87.8486613
Franklin,91521.67,1364,70341,40.4,728,636,1361,0,0,3,0,0,0,1364,0,0,0,0,0,0,0,0,39.6203259,-90.0440001
Franklin Grove,99249.92,1541,52188,44.5,796,745,1512,30,0,3,0,119,114,1427,0,0,0,0,0,0,0,0,41.8416982,-89.3003765
Franklin Park,211021.25,18025,63157,39.1,8782,9243,14868,111,198,748,0,2448,8410,9615,0,14,6,27,67,151,24,4,41.9353084,-87.865618
Freeman Spur,52089.75,131,47000,32.9,73,58,131,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,37.861161,-88.9972949
Freeport,63418,29896,42829,44.8,13985,15911,25027,5164,248,378,42,173,1410,28486,1,20,7,21,89,468,15,5,42.2966861,-89.6212271
Fulton,116658.67,5341,59572,45.9,2729,2612,5268,28,47,29,13,27,47,5294,0,0,0,9,9,36,3,0,41.8672508,-90.1595705
Galatia,87448.83,1799,50774,45.4,984,815,1782,12,4,14,10,8,19,1780,0,0,0,0,0,0,0,0,37.8406038,-88.6092215
Galena,186850.33,6620,59934,56.2,3161,3459,6575,21,14,0,0,35,430,6190,0,0,0,1,12,71,2,0,42.4166744,-90.4290168
Galesburg,68229.25,33685,38710,41.4,17411,16274,27683,4743,306,645,0,1028,2478,31207,0,0,0,0,0,0,0,0,40.9478158,-90.3712395
Galva,68101.5,3012,39280,43.9,1607,1405,2965,33,8,19,0,35,75,2937,0,0,0,0,0,0,0,0,41.167537,-90.0426136
Garden Prairie,194221.08,1149,79598,50.3,638,511,1149,0,0,0,0,0,76,1073,0,0,0,0,0,0,0,0,42.25083426,-88.71988959
Gardner,138133.08,2465,62237,44.9,1257,1208,2412,6,2,38,0,7,150,2315,0,0,0,0,0,0,0,0,41.1855879,-88.3097828
Gays,102186.92,665,42946,49.3,397,268,650,16,9,0,0,0,0,665,0,0,0,0,0,0,0,0,39.4580898,-88.4939406
Geneseo,167034.83,11004,67312,44.9,5261,5743,10809,154,101,101,0,0,221,10783,0,0,0,0,0,0,0,0,41.4480902,-90.1542849
Geneva,342947.08,29401,117951,41,14287,15114,28594,97,37,618,0,381,1662,27739,0,0,1,5,27,125,2,0,41.8875281,-88.3053525
Genoa,172553,6906,65435,40.6,3556,3350,6770,167,147,55,0,58,762,6144,0,5,0,7,3,60,2,0,42.097248,-88.6928688
Georgetown,54009.17,4918,43750,41,2510,2408,4756,156,26,20,9,8,43,4875,1,3,1,11,17,49,6,0,39.9753144,-87.6358546
German Valley,101542.33,1012,59750,31.7,542,470,993,1,0,5,0,14,80,932,0,0,0,0,0,0,0,0,42.2155786,-89.4734459
Gibson City,102967.92,4103,44645,43.7,1902,2201,4064,49,19,21,0,8,6,4097,0,3,0,8,3,5,0,0,40.4584275,-88.384603
Gifford,135050.33,1239,74792,42.8,627,612,1216,21,2,0,0,0,25,1214,0,0,0,0,0,3,0,0,40.305868,-88.0211489
Gilberts,272952.42,7742,104114,31.7,4153,3589,5295,634,0,1041,0,772,1319,6423,0,1,0,2,2,18,0,0,42.1033585,-88.3728605
Gillespie,59794,4515,42240,45.6,2123,2392,4385,51,36,101,0,14,85,4430,0,0,0,0,0,0,0,0,39.1297692,-89.8195407
Gilman,80105.33,1959,54375,44.5,930,1029,1679,19,17,5,17,255,274,1685,0,0,0,1,5,48,0,0,40.7667015,-87.992262
Gilson,87557.67,650,65417,54.6,301,349,641,18,0,0,0,19,48,602,0,0,0,0,0,0,0,0,40.8617048,-90.2015111
Girard,91398,3583,55387,46.1,1666,1917,3555,24,54,25,0,0,7,3576,0,3,1,10,4,9,1,0,39.4464409,-89.7809301
Gladstone,76096.5,972,57375,37.8,484,488,972,0,2,0,0,0,18,954,0,0,0,0,0,0,0,0,40.864483,-90.9612528
Glasford,117554.17,2509,60250,41.9,1274,1235,2489,0,0,0,0,20,27,2482,0,0,0,1,1,0,0,0,40.5725386,-89.813442
Glen Carbon,216746.33,13667,80625,40.4,6914,6753,12544,962,0,382,22,49,266,13401,0,0,0,9,14,114,1,0,38.7483814,-89.983158
Glen Ellyn,414373.75,38279,107332,41,18432,19847,33899,1333,236,3418,0,327,2321,35958,0,8,5,8,27,179,11,3,41.8775293,-88.0670118
Glencoe,1037845.67,8477,209821,45.1,4196,4281,7993,162,0,379,0,5,456,8021,0,0,0,0,0,0,0,0,42.1350268,-87.7581188
Glendale Heights,219150.33,34364,65865,33.7,17164,17200,19839,3400,390,8446,256,4087,10753,23611,0,0,12,6,32,332,33,2,41.9103068,-88.0717353
Glenview,571678.25,27566,104878,44.4,13358.5,14207.5,22726.5,472,60,4584.5,39.5,285,1930,25636,0,7,5,22,60,331,31,1,42.0697509,-87.7878408
Glenwood,142990.67,8912,63444,40.8,4032,4880,2264,6449,176,131,0,211,701,8211,0,0,6,5,21,30,4,0,41.5425349,-87.6022658
Godfrey,136858.25,16520,66474,46.3,8069,8451,14924,1435,75,109,0,117,231,16289,0,0,0,0,0,0,0,0,38.9556031,-90.1867765
Golconda,112537,3027,37250,53.9,1630,1397,2769,235,0,23,0,34,79,2948,0,0,0,0,0,0,0,0,37.3672744,-88.4864316
Golden,87625.92,874,57292,48.5,397,477,874,0,17,12,0,0,27,847,0,0,0,0,0,0,0,0,40.1092135,-91.0176357
Golf,812012.75,560,200500,38.4,300,260,529,1,0,30,0,2,47,513,0,0,0,0,0,3,0,0,42.058918,-87.7925629
Good Hope,79750.08,917,63750,39.4,511,406,916,3,0,0,0,0,37,880,0,0,0,0,0,0,0,0,40.5578178,-90.6734649
Goodfield,247869.25,1250,94231,43.9,641,609,1247,3,0,0,0,0,0,1250,0,0,0,0,1,26,0,0,40.6297593,-89.2748084
Goreville,123417.33,3111,63355,46.9,1390,1721,3111,0,0,0,0,0,34,3077,0,0,0,0,0,0,0,0,37.5544953,-88.9722932
Gorham,88689.58,340,50972,38,165,175,334,0,1,0,0,34,37,303,0,0,0,0,0,0,0,0,37.718384,-89.4859292
Grafton,150495.58,2205,55000,44.9,1126,1079,2156,61,5,24,0,0,18,2187,0,0,0,0,5,16,1,0,38.9700484,-90.4315046
Grand Ridge,90092.75,970,68281,41.8,472,498,910,3,2,12,0,50,109,861,0,0,0,0,0,0,0,0,41.2369791,-88.8314652
Grand Tower,23010.42,558,36806,55.6,293,265,558,0,2,0,0,0,0,558,0,0,0,0,0,0,0,0,37.6264389,-89.4978743
Sheffield,80630.92,1117,52813,45.6,521,596,1103,23,6,7,0,2,47,1070,0,0,0,0,0,0,0,0,41.3583693,-89.7373226
Shelbyville,95899.83,7024,46795,48.6,3226,3798,6820,185,20,0,0,0,91,6933,0,0,0,0,0,0,0,0,39.4064284,-88.7900689
Sheldon,55162.25,1626,48355,45.4,784,842,1536,54,43,5,0,65,47,1579,0,0,0,0,0,0,0,0,40.7692032,-87.5639173
Sheridan,174564.83,5500,68750,38.2,3754,1746,4369,1159,43,29,0,2,335,5165,0,0,0,0,0,0,0,0,41.5300309,-88.6797969
Sherman,220090.67,5861,101989,43.8,2801,3060,5861,41,0,0,0,0,186,5675,0,1,0,2,6,15,0,0,39.8936608,-89.6048231
Sherrard,171289.67,2394,68958,49.5,1244,1150,2320,67,10,37,0,0,7,2387,0,0,0,0,0,0,0,0,41.318924,-90.505966
Shipman,89972.67,2416,63811,43.1,1309,1107,2311,97,75,3,0,2,35,2381,0,0,0,0,0,0,0,0,39.1175462,-90.0442728
Shorewood,259544.67,18796,101911,41.5,8945,9851,16550,1081,127,822,0,858,2277,16519,0,6,1,7,9,88,4,1,41.5200305,-88.2017293
Shumway,109580.17,672,56023,51.6,330,342,672,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,39.1850417,-88.6522771
Sibley,68746.33,413,46250,43.3,240,173,413,3,0,0,0,0,3,410,0,0,0,0,0,0,0,0,40.5869788,-88.3811648
Sidell,55192.67,561,49028,51.7,261,300,561,0,4,0,0,0,5,556,0,0,0,0,0,0,0,0,39.9097575,-87.8211393
Sidney,146140.92,1803,73906,35.5,944,859,1767,34,3,4,0,4,20,1783,0,0,0,0,0,0,0,0,40.0250332,-88.0733729
Sigel,127903.58,982,48333,34.4,488,494,970,0,0,1,11,0,0,982,0,0,0,0,0,0,0,0,39.2261504,-88.4942152
Silvis,101916,7820,50620,38.7,3614,4206,6956,968,82,42,12,269,1407,6413,0,3,3,26,39,123,12,0,41.5122561,-90.4151301
Simpson,133159.42,712,49167,52.1,351,361,687,0,0,28,0,0,9,703,0,0,0,0,0,0,0,0,37.4672734,-88.7550587
Skokie,332725.04,30098,71423,43.2,14231,15867,18281.5,2851,245.5,9528.5,159,925,3434.5,26663.5,0,15,37,120,206,1348,52,7,42.0333636,-87.7333934
