city_name,county_name,lat,long
Chatsworth,Livingston,40.7536464,-88.2919947
Pinckneyville,Perry,38.0803286,-89.3820321
Elkhart,Logan,40.0206041,-89.4828792
Newman,Douglas,39.7986455,-87.9858677
Dana,La Salle,40.9578103,-88.9500761
Fisher,Champaign,40.3147555,-88.3500541
Hettick,Macoupin,39.3550469,-90.037052
North Riverside,Cook,41.8428094,-87.8231138
Oak Grove,Rock Island,41.4105894,-90.5706911
Bondville,Champaign,40.1133655,-88.3694996
Arthur,Douglas,39.7147552,-88.472278
Capron,Boone,42.3997408,-88.7403793
Brownstown,Fayette,38.995878,-88.9528394
Clarendon Hills,DuPage,41.7975307,-87.9547835
Bureau Junction,Bureau,41.2877304,-89.3641604
Washington Park,Saint Clair,38.6350501,-90.0928852
New Canton,Pike,39.6361576,-91.0959713
Florence,Pike,39.6272694,-90.6106819
Lilymoor,McHenry,42.3305775,-88.2131405
New Bedford,Bureau,41.5128119,-89.7206562
Jonesboro,Union,37.4517163,-89.2681402
Nilwood,Macoupin,39.3981062,-89.8087086
Stronghurst,Henderson,40.7469845,-90.9040284
Waukegan,Lake,42.3636331,-87.8447938
Richmond,McHenry,42.4758522,-88.3059251
Freeman Spur,Williamson,37.861161,-88.9972949
Williamsfield,Knox,40.9225373,-90.0145584
Cortland,DeKalb,41.9200288,-88.6886963
Bridgeport,Lawrence,38.7058806,-87.7600285
Toluca,Marshall,41.0022556,-89.133416
Stolle,Saint Clair,38.543385,-90.1698331
Rapids City,Rock Island,41.5817,-90.3434615
Xenia,Clay,38.6358808,-88.6347744
Versailles,Brown,39.8850477,-90.6559611
Summit,Cook,41.7880876,-87.810334
McCormick,Pope,37.5506056,-88.6706106
Divernon,Sangamon,39.5656082,-89.6573192
Champaign,Champaign,40.1164205,-88.2433829
Humboldt,Coles,39.6042,-88.3189362
Byron,Ogle,42.1269692,-89.2556618
New Haven,Gallatin,37.9086568,-88.1292021
Elliott,Ford,40.4647562,-88.2722728
Cameron,Warren,40.8889273,-90.5173548
Forsyth,Macon,39.9325368,-88.9511912
Richview,Washington,38.378383,-89.1800752
Verona,Grundy,41.2178109,-88.5014557
Strawn,Livingston,40.6525346,-88.3964427
Gages Lake,Lake,42.3516887,-87.9825772
Crystal Lake,McHenry,42.2411344,-88.3161965
Chebanse,Kankakee,41.003088,-87.9080965
West York,Crawford,39.1711508,-87.6736375
Arlington,Bureau,41.4736452,-89.2492531
Stillman Valley,Ogle,42.1072475,-89.1792706
Fairbury,Livingston,40.7472566,-88.5147789
Hammond,Piatt,39.7969783,-88.5917296
Kirkwood,Warren,40.8658717,-90.7484703
Swanwick,Perry,38.1697729,-89.5362038
Effingham,Effingham,39.1200418,-88.5433829
Lawrenceville,Lawrence,38.7292138,-87.6816927
Gurnee,Lake,42.3702996,-87.9020186
Varna,Marshall,41.0364236,-89.2261963
Minier,Tazewell,40.4336504,-89.3131465
Rochester,Sangamon,39.7494943,-89.5317603
